Id,Suburb,Address,Rooms,Type,Price,Postcode,Bedrooms,Bathrooms,LandSize,BuildingArea,YearBuilt,CouncilArea,Region,PropertyCount
952826744,Abbotsford,40 Nicholson St,3,h,1350000,3067,3,2,214,190,2005,Yarra City Council,Northern Metropolitan,4019
448002977,Abbotsford,123/56 Nicholson St,2,u,750000,3067,2,2,482,94,2009,Yarra City Council,Northern Metropolitan,4019
923461018,Abbotsford,22 Park St,4,h,1985000,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
115204113,Abbotsford,13/84 Trenerry Cr,1,u,500000,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
417229973,Abbotsford,45 William St,2,h,1172500,3067,2,1,195,431,1946,Yarra City Council,Northern Metropolitan,4019
252462658,Abbotsford,7/20 Abbotsford St,1,u,441000,3067,1,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
210642141,Abbotsford,16 William St,2,h,1310000,3067,2,1,238,97,1890,Yarra City Council,Northern Metropolitan,4019
912549671,Abbotsford,16/11 Nicholson St,3,u,1143384,3067,3,2,482,129,2010,Yarra City Council,Northern Metropolitan,4019
460568509,Abbotsford,42 Henry St,3,h,1200000,3067,3,2,113,110,1880,Yarra City Council,Northern Metropolitan,4019
405013414,Abbotsford,250 Langridge St,2,t,847000,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
770203555,Abbotsford,16b Mollison St,2,h,1143384,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
833924373,Abbotsford,78 Yarra St,3,h,1176500,3067,2,1,138,105,1890,Yarra City Council,Northern Metropolitan,4019
301121564,Abbotsford,196 Nicholson St,3,h,955000,3067,3,1,183,431,1946,Yarra City Council,Northern Metropolitan,4019
146213028,Abbotsford,42 Valiant St,2,h,890000,3067,2,1,150,73,1985,Yarra City Council,Northern Metropolitan,4019
399722072,Abbotsford,3/72 Charles St,4,h,1330000,3067,4,2,780,135,1900,Yarra City Council,Northern Metropolitan,4019
695168215,Abbotsford,1/1 Mayfield St,3,h,1143384,3067,3,2,119,167,2005,Yarra City Council,Northern Metropolitan,4019
805930818,Abbotsford,13/11 Nicholson St,3,t,900000,3067,3,2,482,431,2010,Yarra City Council,Northern Metropolitan,4019
869523856,Abbotsford,138/56 Nicholson St,3,u,1090000,3067,3,2,4290,27,1946,Yarra City Council,Northern Metropolitan,4019
116493214,Abbotsford,6/219 Nicholson St,2,u,500000,3067,2,1,482,60,1970,Yarra City Council,Northern Metropolitan,4019
273057459,Abbotsford,52a William St,2,h,1100000,3067,2,2,124,135,2013,Yarra City Council,Northern Metropolitan,4019
578464772,Abbotsford,49 Park St,2,h,1315000,3067,2,1,147,85,1900,Yarra City Council,Northern Metropolitan,4019
255780507,Abbotsford,65/80 Trenerry Cr,1,u,480000,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
182844875,Abbotsford,119/52 Nicholson St,1,u,423500,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
947904401,Abbotsford,8b Park St,4,h,1143384,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
856432662,Abbotsford,5/20 Abbotsford St,1,u,426000,3067,1,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
519057073,Abbotsford,48 Abbotsford St,3,h,1447500,3067,3,3,166,174,2012,Yarra City Council,Northern Metropolitan,4019
470200291,Abbotsford,116/56 Nicholson St,1,u,457000,3067,1,1,482,50,1946,Yarra City Council,Northern Metropolitan,4019
119085603,Abbotsford,159 Park St,2,h,1135000,3067,2,2,98,128,1920,Yarra City Council,Northern Metropolitan,4019
338640682,Abbotsford,49/84 Trenerry Cr,2,h,700000,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
903587349,Abbotsford,31 Turner St,4,h,1542000,3067,4,3,482,431,1946,Yarra City Council,Northern Metropolitan,4019
342800730,Abbotsford,17/1 Abbot St,3,t,962000,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
570240299,Abbotsford,166 Gipps St,3,h,1290000,3067,3,2,147,18,1946,Yarra City Council,Northern Metropolitan,4019
629674349,Abbotsford,60 Stafford St,3,h,1290000,3067,3,1,168,124,1950,Yarra City Council,Northern Metropolitan,4019
919306264,Abbotsford,11/205 Gipps St,1,u,470000,3067,1,1,482,50,2013,Yarra City Council,Northern Metropolitan,4019
323913532,Abbotsford,47 Studley St,2,h,1180000,3067,2,1,162,91,1900,Yarra City Council,Northern Metropolitan,4019
117781022,Abbotsford,45 Yarra St,3,h,1195000,3067,3,2,120,128,1998,Yarra City Council,Northern Metropolitan,4019
759666713,Abbotsford,4/328 Johnston St,2,u,1143384,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
716727935,Abbotsford,200 Nicholson St,2,h,1012500,3067,2,1,182,82,1900,Yarra City Council,Northern Metropolitan,4019
918798796,Abbotsford,82/84 Trenerry Cr,2,u,970000,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
309922904,Abbotsford,27 Charles St,2,h,1030000,3067,2,1,172,81,1930,Yarra City Council,Northern Metropolitan,4019
902717203,Abbotsford,22 Park St,4,h,1143384,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
849381985,Abbotsford,40/80 Trenerry Cr,3,h,927000,3067,2,1,482,431,1946,Yarra City Council,Northern Metropolitan,4019
406693438,Airport West,154 Halsey Rd,3,t,840000,3042,3,2,303,225,2016,Moonee Valley City Council,Western Metropolitan,3464
910812865,Airport West,50 Bedford St,3,h,730000,3042,3,2,482,145,1965,Moonee Valley City Council,Western Metropolitan,3464
838141953,Airport West,50 Bedford St,3,h,770000,3042,3,2,482,145,1965,Moonee Valley City Council,Western Metropolitan,3464
885502691,Airport West,5 Harrington Rd,3,h,1143384,3042,3,1,580,114,1960,Moonee Valley City Council,Western Metropolitan,3464
149870830,Airport West,23 Hart St,2,h,603000,3042,2,1,272,84,1950,Moonee Valley City Council,Western Metropolitan,3464
369855831,Airport West,1/80 Hawker St,3,t,700000,3042,3,2,239,134,2009,Moonee Valley City Council,Western Metropolitan,3464
871084041,Airport West,1/37 Hillside Gr,3,h,600000,3042,2,1,290,116,1980,Moonee Valley City Council,Western Metropolitan,3464
973862780,Airport West,2/49 McIntosh St,2,u,500000,3042,2,1,168,86,2011,Moonee Valley City Council,Western Metropolitan,3464
108150878,Airport West,4/9 West Ct,2,t,420000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
153779764,Airport West,1/36 York St,3,t,500000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
670887441,Airport West,33 Bowes Av,5,h,1035000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
358741550,Airport West,89 Bowes Av,4,h,960000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
556485202,Airport West,45 Laurence Av,4,h,960000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
897277600,Airport West,54 Marshall Rd,3,h,720000,3042,2,1,620,431,1946,Moonee Valley City Council,Western Metropolitan,3464
902496725,Airport West,36 Roberts Rd,4,h,785000,3042,3,1,597,127,1946,Moonee Valley City Council,Western Metropolitan,3464
610907251,Airport West,11 Harrington Rd,6,h,725000,3042,6,3,976,186,1980,Moonee Valley City Council,Western Metropolitan,3464
569939327,Airport West,2/252 Parer Rd,2,t,450000,3042,2,1,110,90,2015,Moonee Valley City Council,Western Metropolitan,3464
770259649,Airport West,3/19 Hart St,2,u,515000,3042,2,1,141,73,2013,Moonee Valley City Council,Western Metropolitan,3464
539390886,Airport West,81a Roberts Rd,3,h,680000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
139981307,Airport West,2/62 Clydesdale Rd,2,u,530000,3042,2,1,120,94,2012,Moonee Valley City Council,Western Metropolitan,3464
515780530,Airport West,3 Deidre Ct,3,h,895000,3042,3,1,1063,133,1975,Moonee Valley City Council,Western Metropolitan,3464
918253273,Airport West,3/24 Elstone Av,3,u,600000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
131798449,Airport West,13 Etzel St,3,h,805000,3042,3,1,482,105,1950,Moonee Valley City Council,Western Metropolitan,3464
411399904,Airport West,37a North St,3,t,760000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
562858790,Airport West,1/43 Cameron St,3,u,752000,3042,3,1,265,130,1993,Moonee Valley City Council,Western Metropolitan,3464
472527034,Airport West,1/69 Bowes Av,3,u,580000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
293860829,Airport West,2/9 El Reno Cr,3,h,725000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
248604331,Airport West,92 McNamara Av,4,h,758000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
785436071,Airport West,145a Victory Rd,2,u,440000,3042,2,1,192,431,1946,Moonee Valley City Council,Western Metropolitan,3464
992604476,Airport West,20 Creswell Av,3,h,970000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
681398496,Airport West,241 Parer Rd,5,h,755000,3042,3,2,596,431,1946,Moonee Valley City Council,Western Metropolitan,3464
401971113,Airport West,71 Bowes Av,4,h,985000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
566179634,Airport West,2/40 Earl St,3,t,700000,3042,3,2,165,133,2009,Moonee Valley City Council,Western Metropolitan,3464
242303918,Airport West,2/112 Parer Rd,2,u,509500,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
372984350,Airport West,180 Parer Rd,3,h,830000,3042,3,1,971,113,1960,Moonee Valley City Council,Western Metropolitan,3464
128799134,Airport West,4/54 Hawker St,2,u,462500,3042,2,1,164,431,2003,Moonee Valley City Council,Western Metropolitan,3464
873756917,Airport West,43 Hillside Gr,3,h,670000,3042,3,2,657,431,1946,Moonee Valley City Council,Western Metropolitan,3464
786181135,Airport West,174 Parer Rd,2,h,675000,3042,2,1,612,100,1975,Moonee Valley City Council,Western Metropolitan,3464
926545109,Airport West,138 Victory Rd,3,h,1042000,3042,3,2,612,174,1950,Moonee Valley City Council,Western Metropolitan,3464
586640061,Airport West,75 King St,3,h,910000,3042,3,1,775,431,1946,Moonee Valley City Council,Western Metropolitan,3464
781833241,Airport West,6 Kittyhawk St,4,h,773000,3042,5,3,531,309,1980,Moonee Valley City Council,Western Metropolitan,3464
466657310,Airport West,7 McNamara Av,3,h,715000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
919168936,Airport West,478 Fullarton Rd,3,h,810000,3042,3,3,555,192,1980,Moonee Valley City Council,Western Metropolitan,3464
902480046,Airport West,144 Marshall Rd,3,h,715000,3042,3,2,422,126,1995,Moonee Valley City Council,Western Metropolitan,3464
895377185,Airport West,106 Parer Rd,3,h,790000,3042,3,1,614,431,1946,Moonee Valley City Council,Western Metropolitan,3464
123205243,Airport West,1/41 Hillside Gr,2,t,460000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
431439706,Airport West,3/7 South Rd,3,t,540000,3042,2,2,161,101,2010,Moonee Valley City Council,Western Metropolitan,3464
477025792,Airport West,37 North St,3,t,825000,3042,3,2,293,102,1960,Moonee Valley City Council,Western Metropolitan,3464
598168013,Airport West,10 Hilbert Rd,3,h,685000,3042,3,1,579,113,1975,Moonee Valley City Council,Western Metropolitan,3464
111225464,Airport West,7/42 York St,3,u,445000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
480342377,Airport West,110 Halsey Rd,3,h,805000,3042,3,1,623,431,1946,Moonee Valley City Council,Western Metropolitan,3464
978203357,Airport West,2/13 North St,2,u,510000,3042,2,1,141,76,1946,Moonee Valley City Council,Western Metropolitan,3464
716399925,Airport West,105a Victory Rd,3,h,612000,3042,3,2,212,431,1946,Moonee Valley City Council,Western Metropolitan,3464
456249961,Airport West,117 Marshall Rd,3,h,662000,3042,3,1,612,431,1946,Moonee Valley City Council,Western Metropolitan,3464
121475957,Airport West,34 Moorna Dr,4,h,978000,3042,4,3,532,431,1946,Moonee Valley City Council,Western Metropolitan,3464
171912666,Airport West,2/89 Marshall Rd,3,u,1143384,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
717599758,Airport West,33 North St,3,h,720000,3042,3,1,585,431,1946,Moonee Valley City Council,Western Metropolitan,3464
887822012,Airport West,4/40 McNamara Av,2,u,474000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
685226487,Airport West,5/93 McNamara Av,2,t,490000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
343564078,Airport West,2/137 McNamara Av,3,h,405000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
597247336,Airport West,1/46 Bowes Av,3,t,715000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
911190861,Airport West,1/34 Elstone Av,3,u,671500,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
304254264,Airport West,49 Roberts Rd,4,h,765000,3042,4,1,509,431,1946,Moonee Valley City Council,Western Metropolitan,3464
609221694,Airport West,85 Roberts Rd,4,h,900000,3042,4,2,628,146,1975,Moonee Valley City Council,Western Metropolitan,3464
145275068,Airport West,22a Walters Av,3,u,820000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
542269361,Airport West,1/145 Parer Rd,3,u,650000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
610819493,Airport West,3/35 Walters Av,3,t,552000,3042,2,1,482,431,1946,Moonee Valley City Council,Western Metropolitan,3464
566309141,Albert Park,105 Kerferd Rd,2,h,1275000,3206,2,1,120,82,1900,Port Phillip City Council,Southern Metropolitan,3280
582129059,Albert Park,85 Richardson St,2,h,1455000,3206,2,1,159,431,1946,Port Phillip City Council,Southern Metropolitan,3280
976006681,Albert Park,112 Beaconsfield Pde,3,h,2850000,3206,3,2,211,198,1890,Port Phillip City Council,Southern Metropolitan,3280
684504740,Albert Park,94 Graham St,3,h,1850000,3206,3,2,128,133,1890,Port Phillip City Council,Southern Metropolitan,3280
534768621,Albert Park,14 Merton St,2,h,1143384,3206,2,1,215,431,1900,Port Phillip City Council,Southern Metropolitan,3280
410491287,Albert Park,396 Montague St,2,h,1436000,3206,2,1,130,81,1900,Port Phillip City Council,Southern Metropolitan,3280
842296716,Albert Park,9 Boyd St,3,h,1143384,3206,2,2,336,145,1890,Port Phillip City Council,Southern Metropolitan,3280
634372352,Albert Park,75 Graham St,2,h,1110000,3206,1,1,147,431,1900,Port Phillip City Council,Southern Metropolitan,3280
443865128,Albert Park,54 Brooke St,2,h,1550000,3206,2,1,167,431,1946,Port Phillip City Council,Southern Metropolitan,3280
923073327,Albert Park,104 Richardson St,4,h,2300000,3206,4,2,153,180,1880,Port Phillip City Council,Southern Metropolitan,3280
237932761,Albert Park,81 Richardson St,3,h,1143384,3206,3,1,316,125,1880,Port Phillip City Council,Southern Metropolitan,3280
345319938,Albert Park,4a Mills St,3,t,1550000,3206,3,2,718,431,1946,Port Phillip City Council,Southern Metropolitan,3280
664088482,Albert Park,1 Moubray St,3,h,1800000,3206,3,2,132,159,1996,Port Phillip City Council,Southern Metropolitan,3280
718487551,Albert Park,114 Victoria Av,3,h,2485000,3206,2,1,482,431,1946,Port Phillip City Council,Southern Metropolitan,3280
593133704,Albert Park,29 Faussett St,2,h,2120000,3206,2,1,199,107,1900,Port Phillip City Council,Southern Metropolitan,3280
881306443,Albert Park,3 Herbert St,3,h,1800000,3206,3,1,253,431,1946,Port Phillip City Council,Southern Metropolitan,3280
754586603,Albert Park,24 Kerferd Pl,3,h,1800000,3206,3,2,90,122,1900,Port Phillip City Council,Southern Metropolitan,3280
786012232,Albert Park,5 Withers St,3,h,1143384,3206,3,1,126,88,1910,Port Phillip City Council,Southern Metropolitan,3280
331596681,Albert Park,44 Draper St,2,h,1810000,3206,2,1,240,431,1946,Port Phillip City Council,Southern Metropolitan,3280
473140513,Albert Park,2 Dundas Pl,3,h,2615000,3206,3,2,177,181,1880,Port Phillip City Council,Southern Metropolitan,3280
421199016,Albert Park,23 Finlay St,5,h,2100000,3206,5,2,237,431,1946,Port Phillip City Council,Southern Metropolitan,3280
183588317,Albert Park,31 Richardson St,3,h,1300000,3206,3,1,129,431,1946,Port Phillip City Council,Southern Metropolitan,3280
246175752,Albert Park,4a Gatehouse La,3,h,1370000,3206,3,2,482,85,2000,Port Phillip City Council,Southern Metropolitan,3280
287954362,Albert Park,60 Brooke St,2,h,1000000,3206,2,1,288,431,1946,Port Phillip City Council,Southern Metropolitan,3280
629573411,Albert Park,140 Danks St,2,h,1143384,3206,2,1,366,117,1900,Port Phillip City Council,Southern Metropolitan,3280
122464358,Albert Park,70 Barrett St,3,h,2575000,3206,3,2,228,431,1946,Port Phillip City Council,Southern Metropolitan,3280
419925666,Albert Park,65 Graham St,2,h,1322500,3206,2,1,149,98,1890,Port Phillip City Council,Southern Metropolitan,3280
110916478,Albert Park,1 Herbert Pl,2,h,1143384,3206,2,1,152,431,1946,Port Phillip City Council,Southern Metropolitan,3280
249631955,Albert Park,364 Montague St,2,h,1562500,3206,2,1,141,83,1890,Port Phillip City Council,Southern Metropolitan,3280
399619165,Albert Park,86 Mills St,3,h,2000000,3206,3,2,211,147,1900,Port Phillip City Council,Southern Metropolitan,3280
372753300,Albert Park,28 Dinsdale St,4,h,1143384,3206,3,1,236,431,1946,Port Phillip City Council,Southern Metropolitan,3280
539474404,Albert Park,90 Danks St,3,h,1143384,3206,3,1,300,431,1946,Port Phillip City Council,Southern Metropolitan,3280
418919377,Albert Park,129 Kerferd Rd,3,h,1900000,3206,3,1,209,431,1900,Port Phillip City Council,Southern Metropolitan,3280
292381765,Albert Park,97 Page St,3,h,3010000,3206,3,2,147,146,1890,Port Phillip City Council,Southern Metropolitan,3280
253151476,Albert Park,36 Ashworth St,3,h,1143384,3206,3,1,173,431,1946,Port Phillip City Council,Southern Metropolitan,3280
436398609,Albert Park,55 Withers St,4,h,2800000,3206,4,3,327,254,1910,Port Phillip City Council,Southern Metropolitan,3280
387174660,Albert Park,18 Herbert St,3,h,1143384,3206,3,1,169,431,1946,Port Phillip City Council,Southern Metropolitan,3280
936220492,Albert Park,10/140 Kerferd Rd,2,u,647000,3206,2,1,482,431,1946,Port Phillip City Council,Southern Metropolitan,3280
316882249,Albert Park,9 Merton Pl,3,h,1143384,3206,3,2,122,431,1946,Port Phillip City Council,Southern Metropolitan,3280
526171090,Albert Park,55 Merton St,3,h,2100000,3206,2,1,120,123,1900,Port Phillip City Council,Southern Metropolitan,3280
156460004,Albert Park,16 Dinsdale St,3,h,1143384,3206,3,2,241,119,1990,Port Phillip City Council,Southern Metropolitan,3280
663421963,Albert Park,51 Graham St,2,h,1143384,3206,2,2,225,431,1946,Port Phillip City Council,Southern Metropolitan,3280
667825053,Albert Park,143 Kerferd Rd,7,h,1143384,3206,7,7,435,431,1946,Port Phillip City Council,Southern Metropolitan,3280
563409892,Albert Park,49 Page St,3,h,2000000,3206,3,1,238,131,1890,Port Phillip City Council,Southern Metropolitan,3280
451426384,Albert Park,13/52 Moubray St,1,u,442500,3206,1,1,482,34,1970,Port Phillip City Council,Southern Metropolitan,3280
459862828,Albert Park,115 Page St,4,h,4735000,3206,4,2,330,207,1910,Port Phillip City Council,Southern Metropolitan,3280
579116177,Albert Park,32 Page St,2,h,1340000,3206,2,1,136,431,1946,Port Phillip City Council,Southern Metropolitan,3280
464010114,Albert Park,34 Richardson St,3,h,1801000,3206,3,1,202,431,1946,Port Phillip City Council,Southern Metropolitan,3280
430260805,Albert Park,2b Dundas Pl,3,h,1532000,3206,3,3,482,431,1946,Port Phillip City Council,Southern Metropolitan,3280
483699738,Albert Park,22 Greig St,3,h,3755000,3206,3,2,325,431,1946,Port Phillip City Council,Southern Metropolitan,3280
255959358,Albert Park,27 Barrett St,4,h,2140000,3206,3,2,183,145,1880,Port Phillip City Council,Southern Metropolitan,3280
123984139,Albert Park,3 Faussett St,2,u,1810000,3206,2,1,482,431,1946,Port Phillip City Council,Southern Metropolitan,3280
992739049,Albert Park,44 Greig St,2,h,1750000,3206,2,1,162,431,1946,Port Phillip City Council,Southern Metropolitan,3280
970823269,Albert Park,6 Brooke St,2,h,980000,3206,2,1,79,68,1890,Port Phillip City Council,Southern Metropolitan,3280
220862510,Albert Park,7 Herbert Pl,2,h,1143384,3206,2,1,99,65,1900,Port Phillip City Council,Southern Metropolitan,3280
318090046,Albert Park,8 Kerferd Pl,4,h,1143384,3206,4,2,230,185,1900,Port Phillip City Council,Southern Metropolitan,3280
495251182,Albert Park,5 Reed St,3,h,1143384,3206,3,2,141,431,1946,Port Phillip City Council,Southern Metropolitan,3280
190473837,Albert Park,227a Danks St,3,h,2030000,3206,3,2,152,431,1946,Port Phillip City Council,Southern Metropolitan,3280
679127517,Albert Park,17 Reed St,3,h,1740000,3206,3,2,147,134,1890,Port Phillip City Council,Southern Metropolitan,3280
416167299,Albert Park,74 Bridport St,3,h,2800000,3206,3,3,482,431,1946,Port Phillip City Council,Southern Metropolitan,3280
173451617,Albert Park,9 Durham St,1,h,985000,3206,1,1,81,54,1900,Port Phillip City Council,Southern Metropolitan,3280
956595016,Alphington,30 Austin St,3,h,1143384,3078,3,2,174,122,2003,Darebin City Council,Northern Metropolitan,2211
696755486,Alphington,6 Smith St,4,h,2000000,3078,3,2,853,263,1930,Darebin City Council,Northern Metropolitan,2211
839119336,Alphington,5/6 Yarralea St,3,h,1110000,3078,3,2,208,431,2013,Darebin City Council,Northern Metropolitan,2211
252980156,Alphington,136A Fulham Rd,3,h,1492000,3078,3,2,411,431,1946,Darebin City Council,Northern Metropolitan,2211
537757351,Alphington,1/9 Roemer Cr,2,u,480000,3078,2,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
889083323,Alphington,4 Tuckett St,3,h,1143384,3078,3,1,922,431,1946,Darebin City Council,Northern Metropolitan,2211
979783324,Alphington,2/21 Fulham Rd,3,t,1304000,3078,2,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
194241073,Alphington,44 Shiers St,4,h,1717500,3078,4,2,599,203,1925,Darebin City Council,Northern Metropolitan,2211
615173580,Alphington,83 Fulham Rd,5,h,2840000,3078,5,4,809,165,1910,Darebin City Council,Northern Metropolitan,2211
589554243,Alphington,29 Alphington St,5,h,1143384,3078,5,3,743,431,1915,Darebin City Council,Northern Metropolitan,2211
765847837,Alphington,3/19 Harker St,2,u,525500,3078,2,1,88,60,1960,Darebin City Council,Northern Metropolitan,2211
245507594,Alphington,4/2 Miller St,2,t,805000,3078,2,2,155,140,2004,Darebin City Council,Northern Metropolitan,2211
538869752,Alphington,2/5 Yarana Rd,2,u,465000,3078,2,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
636182262,Alphington,4/5 Chandler Hwy,4,t,1143384,3078,2,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
706763724,Alphington,69 Lucerne Cr,3,h,1480000,3078,2,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
228264630,Alphington,815 Heidelberg Rd,3,h,2000000,3078,3,3,686,431,1946,Darebin City Council,Northern Metropolitan,2211
289113376,Alphington,44 Naroon Rd,3,h,1540000,3078,3,1,592,431,1946,Darebin City Council,Northern Metropolitan,2211
862598747,Alphington,11 Tower Av,4,h,1143384,3078,2,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
222495310,Alphington,1/17 Rex Av,2,u,590000,3078,2,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
928319437,Alphington,3/98 Grange Rd,2,u,820000,3078,2,1,183,431,1946,Darebin City Council,Northern Metropolitan,2211
758118412,Alphington,10 Bennett St,4,h,1830000,3078,4,2,606,112,1970,Darebin City Council,Northern Metropolitan,2211
942899459,Alphington,38 Bennett St,4,h,2100000,3078,4,2,575,271,2008,Darebin City Council,Northern Metropolitan,2211
524169374,Alphington,2c Hamilton St,3,h,865000,3078,3,1,180,131,2010,Darebin City Council,Northern Metropolitan,2211
743905829,Alphington,5/5 Yarana Rd,2,u,390000,3078,2,1,482,60,1960,Darebin City Council,Northern Metropolitan,2211
113468685,Alphington,7/7 Chandler Hwy,2,t,650000,3078,0,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
366068825,Alphington,1/14 Fulham Rd,2,u,512000,3078,2,1,482,61,1965,Darebin City Council,Northern Metropolitan,2211
925836755,Alphington,17 Lowther St,3,h,1361000,3078,2,1,482,431,1946,Darebin City Council,Northern Metropolitan,2211
